trade #,timestamp,buy/sell,fPrice,position,avgPrice,remaining capital,PnL
,2025-02-14 09:37:02,Buy,610.21,1,610.21,9389.79,
1,2025-02-14 09:59:00,Sell,610.465,0,610.21,10000.26,0.25
,2025-02-14 10:03:02,Buy,610.3701,1,610.37,9389.88,
2,2025-02-14 10:14:01,Sell,610.68,0,610.37,10000.56,0.31
,2025-02-14 10:34:02,Buy,610.17,1,610.17,9390.39,
3,2025-02-14 11:08:03,Sell,610.81,0,610.17,10001.2,0.64
,2025-02-14 11:18:01,Buy,610.11,1,610.11,9391.09,
4,2025-02-14 13:41:02,Sell,610.46,0,610.11,10001.55,0.35
,2025-02-14 15:31:00,Buy,609.78,1,609.78,9391.77,
5,2025-02-18 11:03:50,Sell,610.51,0,609.78,10002.28,0.73
,2025-02-18 11:25:50,Buy,609.99,1,609.99,9392.29,
6,2025-02-18 11:57:49,Sell,610.515,0,609.99,10002.81,0.52
,2025-02-18 12:21:49,Buy,609.81,1,609.81,9393.0,
7,2025-02-18 12:51:49,Sell,610.51,0,609.81,10003.51,0.7
,2025-02-18 13:19:51,Buy,609.86,1,609.86,9393.65,
8,2025-02-18 15:55:48,Sell,610.46,0,609.86,10004.11,0.6
,2025-02-19 09:52:46,Buy,609.94,1,609.94,9394.17,
9,2025-02-19 10:30:47,Sell,610.305,0,609.94,10004.47,0.36
,2025-02-20 09:36:31,Buy,611.34,1,611.34,9393.13,
,2025-02-20 10:51:31,Buy,607.6698,2,609.5,8785.47,
,2025-02-21 12:48:55,Buy,604.81,4,607.16,7575.85,
,2025-02-21 13:34:57,Buy,602.05,6,605.45,6371.75,
,2025-02-24 10:01:40,Buy,597.96,9,602.96,4577.87,
,2025-02-25 09:51:47,Buy,595.3556,13,600.62,2196.44,
,2025-02-25 10:22:47,Buy,592.02,16,599.01,420.38,
10,2025-02-26 10:19:49,Sell,599.1301,0,599.01,10006.46,1.99
,2025-02-26 13:00:49,Buy,595.6099,1,595.61,9410.85,
11,2025-02-27 09:37:22,Sell,597.555,0,595.61,10008.41,1.95
,2025-02-27 10:02:22,Buy,591.6481,1,591.65,9416.76,
,2025-02-27 15:07:23,Buy,587.94,2,589.79,8828.82,
,2025-02-27 15:55:21,Buy,585.27,4,587.53,7658.28,
12,2025-02-28 10:26:53,Sell,588.05,0,587.53,10010.48,2.07
,2025-02-28 13:17:54,Buy,583.33,1,583.33,9427.15,
13,2025-02-28 15:01:55,Sell,588.14,0,583.33,10015.29,4.81
,2025-03-03 09:40:51,Buy,595.355,1,595.36,9419.94,
,2025-03-03 12:58:52,Buy,591.71,2,593.53,8828.23,
,2025-03-03 13:38:52,Buy,587.67,4,590.6,7652.89,
,2025-03-03 15:04:54,Buy,584.36,6,588.52,6484.17,
,2025-03-04 09:36:24,Buy,579.4799,9,585.51,4745.73,
,2025-03-04 09:57:25,Buy,577.11,13,582.92,2437.29,
,2025-03-04 10:09:25,Buy,574.59,17,580.96,138.93,
14,2025-03-04 14:04:26,Sell,581.535,0,580.96,10025.02,9.73
,2025-03-05 11:11:58,Buy,574.16,1,574.16,9450.86,
15,2025-03-05 12:37:58,Sell,578.935,0,574.16,10029.8,4.77
,2025-03-06 09:37:35,Buy,574.66,1,574.66,9455.14,
16,2025-03-06 10:22:37,Sell,578.7,0,574.66,10033.84,4.04
,2025-03-06 12:02:36,Buy,574.23,1,574.23,9459.61,
,2025-03-06 14:24:37,Buy,571.245,2,572.74,8888.36,
17,2025-03-07 09:58:46,Sell,574.24,0,572.74,10036.84,3.01
,2025-03-07 11:21:46,Buy,568.98,1,568.98,9467.86,
,2025-03-07 11:52:46,Buy,565.83,2,567.4,8902.03,
18,2025-03-07 13:21:48,Sell,573.25,0,567.4,10048.53,11.69
,2025-03-10 12:06:29,Buy,563.86,1,563.86,9484.67,
,2025-03-10 13:52:29,Buy,560.37,2,562.12,8924.3,
,2025-03-10 14:56:28,Buy,557.54,4,559.83,7809.22,
,2025-03-11 10:41:26,Buy,554.1,6,557.92,6701.02,
,2025-03-11 13:23:26,Buy,552.25,9,556.03,5044.27,
19,2025-03-11 14:44:29,Sell,560.72,0,556.03,10090.75,42.22
,2025-03-12 10:25:50,Buy,558.47,1,558.47,9532.28,
20,2025-03-12 10:28:50,Sell,559.38,0,558.47,10091.66,0.91
,2025-03-12 10:56:50,Buy,556.45,1,556.45,9535.21,
21,2025-03-12 11:49:51,Sell,558.62,0,556.45,10093.83,2.17
,2025-03-13 11:36:47,Buy,553.15,1,553.15,9540.68,
,2025-03-13 13:38:47,Buy,550.355,2,551.75,8990.33,
22,2025-03-14 09:50:23,Sell,559.2876,0,551.75,10108.9,15.07
,2025-03-17 11:35:10,Buy,563.22,1,563.22,9545.68,
23,2025-03-17 13:27:09,Sell,565.94,0,563.22,10111.62,2.72
,2025-03-18 10:15:47,Buy,560.49,1,560.49,9551.13,
24,2025-03-19 09:48:47,Sell,563.2,0,560.49,10114.33,2.71
,2025-03-20 13:28:57,Buy,564.76,1,564.76,9549.57,
,2025-03-21 10:04:33,Buy,559.4,2,562.08,8990.17,
25,2025-03-21 12:53:31,Sell,562.79,0,562.08,10115.75,1.42
,2025-03-25 09:44:51,Buy,574.78,1,574.78,9540.97,
26,2025-03-25 10:23:47,Sell,575.41,0,574.78,10116.38,0.63
,2025-03-25 12:07:48,Buy,574.6801,1,574.68,9541.7,
27,2025-03-26 09:39:53,Sell,575.81,0,574.68,10117.51,1.13
,2025-03-26 09:59:53,Buy,573.63,1,573.63,9543.88,
,2025-03-26 12:53:51,Buy,570.0632,2,571.85,8973.82,
,2025-03-26 14:48:52,Buy,567.34,4,569.59,7839.14,
28,2025-03-27 10:46:03,Sell,570.37,0,569.59,10120.62,3.11
,2025-03-28 10:14:03,Buy,561.38,1,561.38,9559.24,
,2025-03-28 11:07:03,Buy,558.14,2,559.76,9001.1,
,2025-03-28 13:40:06,Buy,555.75,4,557.75,7889.6,
,2025-03-31 09:38:48,Buy,549.0899,6,554.87,6791.42,
29,2025-03-31 14:06:50,Sell,554.99,0,554.87,10121.36,0.74
,2025-04-01 09:42:51,Buy,556.475,1,556.48,9564.88,
30,2025-04-01 10:46:48,Sell,558.03,0,556.48,10122.91,1.55
,2025-04-03 10:48:33,Buy,541.16,1,541.16,9581.75,
31,2025-04-03 12:30:33,Sell,545.19,0,541.16,10126.94,4.03
,2025-04-03 14:08:34,Buy,541.33,1,541.33,9585.61,
,2025-04-03 15:35:34,Buy,538.27,2,539.8,9047.34,
,2025-04-04 09:39:49,Buy,521.67,4,530.73,8004.0,
,2025-04-04 10:16:46,Buy,518.11,6,526.53,6967.78,
,2025-04-04 12:17:47,Buy,513.54,9,522.2,5427.16,
,2025-04-04 12:35:47,Buy,512.11,13,519.09,3378.72,
,2025-04-04 14:10:47,Buy,512.51,17,517.54,1328.68,
,2025-04-04 14:32:49,Buy,508.21,19,516.56,312.26,
32,2025-04-07 10:16:43,Sell,521.23,0,516.56,10215.63,88.69
,2025-04-08 09:41:48,Buy,518.65,1,518.65,9696.98,
33,2025-04-08 09:45:48,Sell,520.335,0,518.65,10217.32,1.69
,2025-04-08 12:16:47,Buy,514.56,1,514.56,9702.76,
,2025-04-08 13:12:48,Buy,504.32,2,509.44,9198.44,
,2025-04-08 14:13:48,Buy,503.14,4,506.29,8192.16,
,2025-04-08 15:08:49,Buy,498.61,6,503.73,7194.94,
,2025-04-08 15:48:48,Buy,490.15,9,499.2,5724.49,
34,2025-04-09 09:56:47,Sell,501.24,0,499.2,10235.65,18.33
,2025-04-09 10:52:48,Buy,493.83,1,493.83,9741.82,
35,2025-04-09 12:51:47,Sell,500.87,0,493.83,10242.69,7.04
,2025-04-10 09:39:04,Buy,531.33,1,531.33,9711.36,
,2025-04-10 11:17:06,Buy,525.62,2,528.48,9185.74,
,2025-04-10 12:02:04,Buy,518.01,4,523.24,8149.72,
,2025-04-10 13:15:07,Buy,514.57,6,520.35,7120.58,
36,2025-04-11 09:49:41,Sell,527.19,0,520.35,10283.72,41.03
,2025-04-11 10:24:42,Buy,522.0,1,522.0,9761.72,
37,2025-04-11 12:41:38,Sell,530.79,0,522.0,10292.51,8.79
,2025-04-14 11:28:46,Buy,538.78,1,538.78,9753.73,
38,2025-04-14 15:13:46,Sell,542.485,0,538.78,10296.21,3.71
,2025-04-15 12:55:50,Buy,538.8588,1,538.86,9757.35,
,2025-04-16 12:40:46,Buy,530.5401,2,534.7,9226.81,
,2025-04-16 12:59:48,Buy,530.89,4,532.79,8165.03,
,2025-04-16 13:32:46,Buy,529.25,6,531.61,7106.53,
,2025-04-16 14:39:48,Buy,524.1356,9,529.12,5534.13,
,2025-04-16 15:24:49,Buy,520.7327,13,526.54,3451.2,
39,2025-04-17 09:56:47,Sell,528.43,0,526.54,10320.79,24.57
,2025-04-17 10:31:46,Buy,524.98,1,524.98,9795.81,
,2025-04-21 09:45:04,Buy,519.36,2,522.17,9276.45,
,2025-04-21 10:01:01,Buy,516.88,4,519.53,8242.69,
,2025-04-21 10:22:02,Buy,515.3,6,518.12,7212.09,
,2025-04-21 11:08:01,Buy,514.17,9,516.8,5669.58,
,2025-04-21 11:54:00,Buy,511.16,13,515.07,3624.94,
,2025-04-21 14:05:04,Buy,508.68,17,513.56,1590.22,
40,2025-04-22 10:09:52,Sell,523.0,0,513.56,10481.22,160.43
,2025-04-23 10:05:01,Buy,542.87,1,542.87,9938.35,
,2025-04-23 11:51:01,Buy,536.38,2,539.62,9401.97,
,2025-04-23 12:17:01,Buy,535.66,4,537.64,8330.65,
,2025-04-23 15:22:02,Buy,534.63,6,536.64,7261.39,
41,2025-04-24 09:50:01,Sell,538.27,0,536.64,10491.01,9.79
,2025-04-28 11:10:53,Buy,549.13,1,549.13,9941.88,
42,2025-04-29 09:43:29,Sell,550.15,0,549.13,10492.03,1.02
,2025-04-30 09:51:24,Buy,543.29,1,543.29,9948.74,
43,2025-04-30 11:08:22,Sell,548.2401,0,543.29,10496.98,4.95
,2025-05-01 09:39:50,Buy,559.6125,1,559.61,9937.36,
44,2025-05-01 10:36:48,Sell,562.21,0,559.61,10499.57,2.6
,2025-05-01 11:57:49,Buy,560.0925,1,560.09,9939.48,
45,2025-05-02 10:31:06,Sell,565.52,0,560.09,10505.0,5.43
,2025-05-05 09:40:07,Buy,562.125,1,562.12,9942.88,
46,2025-05-05 10:43:47,Sell,564.36,0,562.12,10507.24,2.24
,2025-05-06 09:50:38,Buy,557.63,1,557.63,9949.61,
47,2025-05-06 10:19:44,Sell,559.93,0,557.63,10509.54,2.3
,2025-05-07 10:55:08,Buy,559.19,1,559.19,9950.35,
48,2025-05-07 13:15:08,Sell,561.5749,0,559.19,10511.92,2.38
,2025-05-08 09:37:47,Buy,565.05,1,565.05,9946.87,
49,2025-05-08 11:25:49,Sell,566.25,0,565.05,10513.12,1.2
,2025-05-09 10:20:49,Buy,565.61,1,565.61,9947.51,
50,2025-05-12 12:39:55,Sell,579.74,0,565.61,10527.25,14.13
,2025-05-14 09:39:53,Buy,588.3,1,588.3,9938.95,
,2025-05-15 09:50:49,Buy,585.28,2,586.79,9353.67,
51,2025-05-15 11:31:51,Sell,588.15,0,586.79,10529.97,2.72
,2025-05-16 09:41:48,Buy,590.18,1,590.18,9939.79,
52,2025-05-16 11:29:54,Sell,590.9,0,590.18,10530.69,0.72
,2025-05-20 09:37:45,Buy,593.09,1,593.09,9937.6,
53,2025-05-20 10:35:46,Sell,593.143,0,593.09,10530.75,0.05
,2025-05-20 12:17:47,Buy,592.5899,1,592.59,9938.16,
54,2025-05-20 12:59:56,Sell,593.38,0,592.59,10531.54,0.79
,2025-05-20 14:21:47,Buy,591.58,1,591.58,9939.96,
55,2025-05-21 12:09:52,Sell,592.14,0,591.58,10532.1,0.56
,2025-05-21 13:18:48,Buy,587.89,1,587.89,9944.21,
,2025-05-22 10:56:46,Buy,581.82,2,584.86,9362.39,
56,2025-05-22 13:50:47,Sell,585.08,0,584.86,10532.55,0.45
,2025-05-28 09:37:47,Buy,592.07,1,592.07,9940.48,
,2025-05-29 10:12:47,Buy,589.0,2,590.54,9351.48,
,2025-05-30 12:54:00,Buy,583.85,4,587.19,8183.78,
57,2025-05-30 15:04:01,Sell,589.391,0,587.19,10541.34,8.79
,2025-06-02 09:51:50,Buy,587.463,1,587.46,9953.88,
58,2025-06-02 10:59:56,Sell,589.33,0,587.46,10543.21,1.87
,2025-06-03 09:40:55,Buy,592.48,1,592.48,9950.73,
59,2025-06-03 09:55:00,Sell,592.49,0,592.48,10543.22,0.01
,2025-06-04 09:42:50,Buy,597.78,1,597.78,9945.44,
60,2025-06-05 11:18:19,Sell,598.37,0,597.78,10543.81,0.59
,2025-06-05 12:54:17,Buy,595.26,1,595.26,9948.55,
,2025-06-05 15:18:18,Buy,591.74,2,593.5,9356.81,
61,2025-06-06 09:42:49,Sell,600.265,0,593.5,10557.34,13.53
,2025-06-06 10:32:48,Buy,599.059,1,599.06,9958.28,
62,2025-06-06 11:08:49,Sell,600.15,0,599.06,10558.43,1.09
,2025-06-06 11:20:51,Buy,597.76,1,597.76,9960.67,
63,2025-06-06 14:35:50,Sell,600.26,0,597.76,10560.93,2.5
,2025-06-10 10:08:49,Buy,600.7,1,600.7,9960.23,
64,2025-06-10 10:10:49,Sell,600.9421,0,600.7,10561.17,0.24
,2025-06-10 11:32:49,Buy,600.11,1,600.11,9961.06,
65,2025-06-10 12:24:55,Sell,601.75,0,600.11,10562.81,1.64
,2025-06-10 14:02:50,Buy,600.91,1,600.91,9961.9,
66,2025-06-10 14:58:49,Sell,602.6,0,600.91,10564.5,1.69
,2025-06-11 09:49:55,Buy,603.08,1,603.08,9961.42,
